Game ID,Winner,Player 1,Player 2,Game Duration,Timestamp
1,X,Player 1,Player 2,31.2,2023-11-29 14:38:46
1,O,Player 1,Player 2,5.58,2023-11-29 14:41:59
1,O,Player 1,Player 2,16.36,2023-11-29 14:04:01
1,0,Player 1,Player 2,29.95,2023-11-29 14:04:40
1,O,Player 1,Bot,38.1,2023-11-29 15:05:30
1,draw,Player 1,Bot,18.97,2023-11-29 15:15:20
1,X,Player 1,Player 2,64.59,2023-11-29 15:16:42
